area,unidad_area,habitaciones,banos,antiguedad,unidad_antiguedad,garage,piso,ubicacion,tipo_vivienda,precio,moneda
71,m²,4,4,21,años,0,9,San Isidro,Departamento,370673,Soles
75,m²,4,2,39,años,1,6,Barranco,Casa,371106,Soles
113,m²,5,4,13,años,2,4,Surco,Casa,544769,Soles
57,m²,1,1,36,años,2,9,Surco,Departamento,248353,Soles
294,m²,2,1,2,años,2,13,San Isidro,Departamento,751078,Soles
208,m²,4,5,0,años,2,16,Surco,Casa,753670,Soles
75,m²,5,2,0,años,1,16,Lima Centro,Casa,435652,Soles
195,m²,4,1,40,años,2,3,San Isidro,Casa,598672,Soles
275,m²,7,3,12,años,0,18,Lima Centro,Casa,852301,Soles
137,m²,3,4,6,años,2,12,Surco,Departamento,534013,Soles
264,m²,6,2,8,años,0,7,Lima Centro,Departamento,704262,Soles
239,m²,1,5,19,años,1,18,Surco,Departamento,599227,Soles
213,m²,1,3,2,años,1,4,Miraflores,Casa,647638,Soles
314,m²,2,5,14,años,0,2,Barranco,Departamento,767040,Soles
49,m²,4,5,2,años,0,5,Lima Centro,Departamento,336262,Soles
65,m²,3,1,29,años,2,6,La Molina,Departamento,308595,Soles
94,m²,1,4,38,años,2,8,Lima Centro,Departamento,309932,Soles
212,m²,7,4,20,años,0,19,La Molina,Departamento,675875,Soles
149,m²,7,1,37,años,0,11,Lima Centro,Departamento,458549,Soles
112,m²,7,4,10,años,2,12,La Molina,Departamento,549948,Soles
164,m²,5,1,8,años,0,20,Surco,Departamento,485624,Soles
289,m²,1,1,0,años,0,3,Barranco,Casa,707877,Soles
283,m²,6,2,13,años,0,9,La Molina,Casa,819002,Soles
162,m²,2,5,2,años,2,6,Barranco,Casa,629111,Soles
85,m²,6,3,22,años,1,1,La Molina,Departamento,398976,Soles
100,m²,5,1,39,años,1,18,La Molina,Departamento,376022,Soles
146,m²,3,1,12,años,0,5,Barranco,Casa,493005,Soles
130,m²,2,1,3,años,2,12,San Isidro,Departamento,436486,Soles
168,m²,3,5,29,años,0,4,Barranco,Departamento,516016,Soles
130,m²,2,1,31,años,2,4,Lima Centro,Departamento,370277,Soles
267,m²,5,5,20,años,1,7,Barranco,Casa,827277,Soles
96,m²,3,2,6,años,0,14,Miraflores,Casa,466216,Soles
152,m²,1,4,37,años,1,2,Surco,Departamento,401966,Soles
272,m²,2,4,23,años,0,15,Barranco,Departamento,682420,Soles
223,m²,3,2,21,años,0,2,Barranco,Departamento,552189,Soles
109,m²,1,4,29,años,1,6,San Isidro,Departamento,401291,Soles
191,m²,5,2,40,años,2,6,La Molina,Departamento,542267,Soles
250,m²,7,5,31,años,0,19,Surco,Casa,821295,Soles
47,m²,6,4,15,años,0,11,Surco,Departamento,395846,Soles
342,m²,2,5,0,años,1,2,Lima Centro,Casa,910269,Soles
298,m²,1,4,33,años,1,16,Barranco,Departamento,701251,Soles
293,m²,2,1,35,años,0,14,Miraflores,Departamento,638088,Soles
191,m²,2,1,1,años,1,10,Miraflores,Casa,614824,Soles
332,m²,6,5,1,años,1,15,Miraflores,Casa,1000520,Soles
229,m²,6,4,40,años,0,3,Surco,Casa,733394,Soles
56,m²,3,4,17,años,2,20,La Molina,Departamento,370022,Soles
81,m²,5,3,3,años,2,12,Lima Centro,Departamento,410897,Soles
227,m²,4,5,2,años,1,12,Miraflores,Departamento,712549,Soles
144,m²,2,3,15,años,2,4,Barranco,Casa,551724,Soles
337,m²,7,2,14,años,1,12,San Isidro,Casa,978562,Soles
67,m²,1,3,22,años,1,16,La Molina,Departamento,271812,Soles
312,m²,6,5,18,años,1,20,San Isidro,Departamento,888343,Soles
274,m²,1,1,25,años,0,10,Lima Centro,Departamento,539998,Soles
181,m²,1,2,31,años,0,7,La Molina,Departamento,409413,Soles
253,m²,6,5,8,años,1,12,Surco,Casa,873746,Soles
50,m²,3,2,4,años,0,8,La Molina,Casa,334580,Soles
336,m²,3,3,31,años,2,17,La Molina,Casa,885215,Soles
195,m²,5,2,19,años,0,9,Miraflores,Casa,640772,Soles
187,m²,7,1,9,años,1,10,Surco,Departamento,627342,Soles
122,m²,6,5,18,años,0,6,Barranco,Departamento,498367,Soles
161,m²,1,1,20,años,2,5,Surco,Casa,487026,Soles
134,m²,2,5,2,años,2,11,San Isidro,Departamento,512039,Soles
269,m²,5,2,34,años,1,4,Lima Centro,Casa,745329,Soles
114,m²,4,3,9,años,0,18,La Molina,Casa,510217,Soles
191,m²,4,3,36,años,2,5,La Molina,Casa,625796,Soles
97,m²,6,4,2,años,0,18,Lima Centro,Casa,495225,Soles
245,m²,5,2,28,años,1,3,San Isidro,Departamento,690655,Soles
139,m²,5,5,14,años,1,7,Lima Centro,Departamento,524285,Soles
268,m²,6,1,32,años,1,7,Surco,Casa,787129,Soles
349,m²,5,1,23,años,1,5,Barranco,Casa,906824,Soles
237,m²,3,1,18,años,1,12,San Isidro,Casa,714898,Soles
327,m²,1,2,28,años,2,14,Surco,Casa,787934,Soles
257,m²,6,4,8,años,2,20,Lima Centro,Departamento,759617,Soles
195,m²,4,5,21,años,0,19,Surco,Departamento,571433,Soles
249,m²,6,3,26,años,0,18,Surco,Departamento,688458,Soles
135,m²,7,4,18,años,2,16,Lima Centro,Casa,660895,Soles
339,m²,3,4,35,años,2,15,Miraflores,Departamento,869053,Soles
41,m²,2,3,19,años,2,16,Lima Centro,Casa,320138,Soles
131,m²,4,2,1,años,0,9,Surco,Departamento,457048,Soles
225,m²,5,4,36,años,1,9,Barranco,Casa,746498,Soles
101,m²,3,5,36,años,0,9,Miraflores,Departamento,370377,Soles
203,m²,4,2,22,años,0,2,San Isidro,Casa,634093,Soles
222,m²,1,3,18,años,2,3,La Molina,Departamento,584629,Soles
133,m²,7,1,38,años,0,18,San Isidro,Casa,585386,Soles
194,m²,3,3,6,años,2,19,San Isidro,Departamento,587045,Soles
110,m²,5,3,23,años,1,14,San Isidro,Departamento,447312,Soles
151,m²,2,5,14,años,0,18,La Molina,Departamento,471751,Soles
275,m²,1,1,8,años,0,16,San Isidro,Casa,716488,Soles
225,m²,2,4,38,años,2,11,Miraflores,Casa,652084,Soles
100,m²,2,2,9,años,2,8,San Isidro,Departamento,375352,Soles
106,m²,1,4,7,años,0,1,Surco,Casa,392986,Soles
140,m²,1,1,32,años,2,2,Surco,Departamento,397741,Soles
169,m²,1,1,19,años,2,1,Lima Centro,Departamento,419639,Soles
145,m²,5,2,11,años,2,12,Lima Centro,Departamento,482939,Soles
182,m²,5,3,22,años,0,17,Barranco,Departamento,571889,Soles
331,m²,1,1,37,años,0,17,Miraflores,Departamento,676471,Soles
127,m²,7,5,0,años,2,4,Miraflores,Casa,680816,Soles
341,m²,2,4,6,años,0,12,Surco,Casa,862242,Soles
303,m²,2,4,7,años,1,4,Surco,Departamento,756260,Soles
109,m²,4,3,18,años,2,2,Lima Centro,Casa,487555,Soles
99,m²,4,3,29,años,2,10,Barranco,Casa,475202,Soles
323,m²,4,3,27,años,0,3,Surco,Casa,827150,Soles
46,m²,6,4,6,años,1,15,La Molina,Departamento,372413,Soles
113,m²,4,4,37,años,0,6,Lima Centro,Casa,433847,Soles
213,m²,2,5,25,años,0,8,Surco,Casa,628052,Soles
337,m²,5,3,25,años,1,16,Barranco,Casa,935154,Soles
301,m²,3,2,29,años,0,4,San Isidro,Casa,783789,Soles
158,m²,6,2,1,años,0,2,Lima Centro,Casa,600240,Soles
53,m²,2,4,38,años,2,11,Miraflores,Casa,381361,Soles
89,m²,7,1,33,años,1,15,Miraflores,Casa,508990,Soles
294,m²,4,5,16,años,2,11,La Molina,Departamento,833867,Soles
56,m²,4,1,24,años,1,11,Surco,Casa,358924,Soles
58,m²,1,2,35,años,2,10,Barranco,Departamento,248609,Soles
260,m²,2,3,24,años,1,4,La Molina,Casa,714658,Soles
323,m²,6,5,36,años,1,16,La Molina,Departamento,879206,Soles
68,m²,4,3,31,años,2,13,La Molina,Casa,444831,Soles
185,m²,3,1,1,años,2,2,Miraflores,Casa,609263,Soles
338,m²,1,3,24,años,0,14,San Isidro,Casa,826796,Soles
219,m²,1,2,15,años,0,10,La Molina,Departamento,539863,Soles
73,m²,7,3,7,años,1,6,Lima Centro,Casa,464249,Soles
275,m²,6,4,36,años,2,14,San Isidro,Departamento,830610,Soles
280,m²,5,1,20,años,1,19,Surco,Casa,805721,Soles
90,m²,7,4,6,años,2,7,San Isidro,Casa,610349,Soles
213,m²,2,5,19,años,1,14,Miraflores,Casa,693444,Soles
78,m²,7,5,13,años,1,9,Lima Centro,Casa,539586,Soles
245,m²,7,2,39,años,2,3,Barranco,Departamento,731388,Soles
212,m²,3,1,36,años,2,16,Surco,Departamento,546961,Soles
79,m²,6,3,32,años,1,14,Barranco,Casa,467112,Soles
252,m²,4,3,39,años,2,15,Barranco,Departamento,715530,Soles
49,m²,6,5,11,años,2,16,Miraflores,Casa,505359,Soles
312,m²,7,5,27,años,2,2,La Molina,Departamento,894673,Soles
276,m²,2,2,9,años,2,10,Surco,Casa,750883,Soles
72,m²,6,2,26,años,1,10,Barranco,Departamento,374206,Soles
347,m²,2,4,15,años,0,5,Miraflores,Departamento,798694,Soles
198,m²,4,4,35,años,1,14,Barranco,Departamento,575837,Soles
121,m²,3,2,1,años,1,9,Barranco,Departamento,442024,Soles
61,m²,6,4,1,años,0,3,San Isidro,Casa,519830,Soles
72,m²,4,3,5,años,1,5,Miraflores,Departamento,389019,Soles
296,m²,1,5,37,años,2,9,Surco,Departamento,706202,Soles
347,m²,1,3,21,años,2,13,Barranco,Departamento,801513,Soles
151,m²,2,1,11,años,0,9,Surco,Casa,460466,Soles
341,m²,1,4,34,años,1,4,San Isidro,Casa,854320,Soles
166,m²,3,2,23,años,1,12,San Isidro,Departamento,514096,Soles
350,m²,1,1,15,años,1,18,Surco,Casa,841274,Soles
225,m²,7,1,34,años,0,15,Surco,Departamento,668823,Soles
241,m²,3,3,5,años,0,10,Miraflores,Departamento,643560,Soles
202,m²,7,4,2,años,1,3,Surco,Casa,788896,Soles
251,m²,7,3,27,años,0,6,Barranco,Casa,801383,Soles
73,m²,3,4,38,años,2,18,Barranco,Casa,431904,Soles
54,m²,7,1,11,años,2,15,Barranco,Departamento,374201,Soles
245,m²,2,3,20,años,2,3,Lima Centro,Departamento,594758,Soles
304,m²,6,2,38,años,2,14,San Isidro,Casa,900150,Soles
108,m²,3,2,37,años,1,10,Miraflores,Departamento,366164,Soles
228,m²,2,4,24,años,2,8,Lima Centro,Departamento,601603,Soles
157,m²,1,4,12,años,1,6,Lima Centro,Casa,515501,Soles
259,m²,5,3,9,años,0,12,Miraflores,Departamento,694925,Soles
309,m²,4,4,31,años,0,8,Barranco,Departamento,754887,Soles
176,m²,3,4,24,años,0,14,Miraflores,Departamento,550207,Soles
184,m²,6,2,26,años,0,14,Miraflores,Departamento,566218,Soles
174,m²,2,5,28,años,0,12,La Molina,Casa,539818,Soles
45,m²,4,2,20,años,2,13,Barranco,Departamento,335149,Soles
236,m²,6,4,38,años,1,3,Lima Centro,Departamento,642015,Soles
210,m²,2,4,22,años,2,20,Barranco,Departamento,574951,Soles
169,m²,5,5,24,años,1,13,Barranco,Casa,644466,Soles
326,m²,1,5,11,años,1,6,La Molina,Casa,840628,Soles
279,m²,2,1,20,años,2,17,Surco,Departamento,656865,Soles
99,m²,3,1,8,años,1,9,Barranco,Casa,431986,Soles
184,m²,3,5,16,años,2,11,Surco,Departamento,586479,Soles
291,m²,7,2,35,años,2,15,Lima Centro,Departamento,769540,Soles
67,m²,2,2,2,años,1,9,Miraflores,Casa,380001,Soles
99,m²,4,1,28,años,1,18,Surco,Casa,439308,Soles
97,m²,7,2,7,años,1,3,Miraflores,Casa,531439,Soles
126,m²,6,5,17,años,2,19,Miraflores,Departamento,586072,Soles
332,m²,2,4,4,años,0,16,Barranco,Departamento,830754,Soles
208,m²,1,3,7,años,1,12,La Molina,Departamento,564452,Soles
205,m²,2,1,5,años,1,16,Surco,Casa,612741,Soles
42,m²,3,1,39,años,1,11,Barranco,Departamento,209452,Soles
64,m²,7,3,20,años,0,3,La Molina,Casa,433665,Soles
244,m²,3,2,15,años,1,3,Lima Centro,Departamento,580278,Soles
238,m²,7,4,18,años,2,5,Lima Centro,Casa,814968,Soles
261,m²,6,3,38,años,0,12,Barranco,Departamento,737329,Soles
228,m²,5,2,31,años,1,13,Surco,Casa,711500,Soles
347,m²,4,1,27,años,1,20,Miraflores,Casa,907532,Soles
258,m²,1,1,32,años,1,15,Barranco,Departamento,588441,Soles
119,m²,4,5,40,años,2,17,Lima Centro,Casa,525485,Soles
263,m²,1,4,19,años,0,5,Barranco,Casa,721751,Soles
167,m²,5,4,18,años,2,2,La Molina,Departamento,555555,Soles
302,m²,1,5,27,años,1,4,Surco,Casa,782695,Soles
170,m²,5,1,32,años,0,4,Barranco,Casa,540567,Soles
133,m²,7,4,2,años,0,14,Barranco,Casa,630774,Soles
340,m²,6,4,28,años,2,9,San Isidro,Departamento,921432,Soles
134,m²,1,5,16,años,2,4,Surco,Departamento,420583,Soles
242,m²,1,1,10,años,2,16,Surco,Casa,686336,Soles
348,m²,6,4,19,años,2,20,San Isidro,Casa,1064332,Soles
194,m²,1,2,8,años,0,7,Lima Centro,Departamento,466815,Soles
136,m²,7,1,13,años,1,5,Barranco,Departamento,519759,Soles
315,m²,2,1,19,años,1,5,Surco,Casa,747629,Soles
99,m²,2,2,28,años,1,16,Lima Centro,Casa,386753,Soles
164,m²,2,3,36,años,1,2,San Isidro,Departamento,444328,Soles
261,m²,4,4,37,años,2,18,San Isidro,Departamento,743748,Soles
244,m²,4,5,37,años,2,20,Barranco,Casa,770998,Soles
71,m²,5,1,27,años,2,11,La Molina,Departamento,339753,Soles
253,m²,4,1,31,años,2,12,Surco,Casa,697163,Soles
122,m²,3,2,30,años,1,15,Miraflores,Departamento,415112,Soles
213,m²,5,4,8,años,1,13,Surco,Casa,763364,Soles
281,m²,7,2,39,años,0,10,Barranco,Departamento,766716,Soles
287,m²,2,2,12,años,0,20,Surco,Departamento,696201,Soles
252,m²,4,3,15,años,0,18,Lima Centro,Departamento,642513,Soles
173,m²,3,2,11,años,2,2,Lima Centro,Casa,564021,Soles
98,m²,5,2,7,años,2,8,Surco,Casa,507703,Soles
221,m²,7,1,35,años,1,5,Barranco,Departamento,664094,Soles
65,m²,4,4,7,años,0,20,La Molina,Departamento,385576,Soles
327,m²,1,5,6,años,0,4,Miraflores,Casa,829891,Soles
189,m²,6,4,32,años,1,4,Miraflores,Casa,688928,Soles
110,m²,1,2,28,años,1,1,Miraflores,Casa,388568,Soles
186,m²,5,2,5,años,1,12,Barranco,Casa,658035,Soles
165,m²,2,5,26,años,0,5,Surco,Casa,546624,Soles
274,m²,7,5,23,años,0,15,Miraflores,Departamento,839630,Soles
304,m²,1,1,21,años,1,13,Miraflores,Casa,719428,Soles
241,m²,7,1,9,años,2,2,Barranco,Casa,800079,Soles
245,m²,6,5,19,años,2,11,San Isidro,Departamento,821198,Soles
183,m²,5,5,9,años,2,13,Surco,Departamento,682168,Soles
318,m²,5,5,28,años,2,12,Barranco,Casa,969216,Soles
141,m²,3,1,2,años,2,11,Surco,Departamento,467309,Soles
316,m²,3,2,5,años,2,18,San Isidro,Casa,907813,Soles
121,m²,1,1,34,años,2,9,Miraflores,Casa,434812,Soles
256,m²,5,1,3,años,1,9,Barranco,Casa,750514,Soles
64,m²,7,1,28,años,1,19,Barranco,Departamento,384497,Soles
213,m²,2,5,36,años,2,18,La Molina,Departamento,592559,Soles
193,m²,3,5,8,años,2,13,La Molina,Departamento,595096,Soles
207,m²,5,5,12,años,1,15,Lima Centro,Departamento,666838,Soles
257,m²,7,4,5,años,0,2,Surco,Departamento,776411,Soles
149,m²,4,1,23,años,2,17,Surco,Casa,579348,Soles
175,m²,5,4,40,años,1,15,Barranco,Casa,658953,Soles
253,m²,7,2,9,años,2,5,Surco,Casa,818079,Soles
302,m²,7,5,7,años,2,7,Surco,Casa,957936,Soles
120,m²,5,3,7,años,2,14,Lima Centro,Departamento,477021,Soles
332,m²,3,1,33,años,0,4,San Isidro,Casa,808740,Soles
195,m²,3,4,1,años,0,5,La Molina,Casa,608988,Soles
196,m²,3,2,11,años,2,16,Lima Centro,Departamento,554283,Soles
218,m²,1,1,26,años,1,19,San Isidro,Casa,628401,Soles
212,m²,7,4,30,años,2,20,Miraflores,Departamento,731680,Soles
275,m²,7,4,28,años,0,11,Lima Centro,Casa,827577,Soles
159,m²,4,3,34,años,0,15,Barranco,Casa,568730,Soles
85,m²,7,2,1,años,2,10,La Molina,Departamento,487999,Soles
326,m²,1,2,39,años,2,19,Lima Centro,Departamento,720388,Soles
283,m²,5,1,7,años,2,18,Miraflores,Departamento,766419,Soles
145,m²,2,5,28,años,0,18,La Molina,Casa,513132,Soles
341,m²,1,4,1,años,1,14,Miraflores,Casa,862376,Soles
310,m²,3,4,16,años,0,4,Lima Centro,Departamento,722700,Soles
113,m²,2,3,5,años,0,10,Surco,Departamento,353260,Soles
206,m²,2,1,3,años,1,13,Lima Centro,Casa,559936,Soles
251,m²,3,3,24,años,0,2,Miraflores,Departamento,652891,Soles
345,m²,5,2,31,años,2,17,Surco,Departamento,856048,Soles
71,m²,3,4,35,años,1,3,Surco,Departamento,321905,Soles
159,m²,1,3,35,años,2,4,Miraflores,Departamento,436363,Soles
330,m²,4,4,5,años,2,17,Miraflores,Departamento,888064,Soles
316,m²,2,2,34,años,1,18,Surco,Departamento,688465,Soles
277,m²,7,5,18,años,2,6,Lima Centro,Departamento,833400,Soles
179,m²,5,3,24,años,1,7,La Molina,Casa,605980,Soles
122,m²,6,5,36,años,0,10,Lima Centro,Casa,555172,Soles
102,m²,7,2,35,años,1,14,Miraflores,Casa,561729,Soles
215,m²,6,3,28,años,1,8,Barranco,Casa,721189,Soles
147,m²,4,5,21,años,0,5,Barranco,Departamento,518297,Soles
283,m²,1,1,11,años,1,18,Barranco,Casa,738568,Soles
241,m²,5,1,4,años,2,1,Barranco,Casa,771856,Soles
103,m²,3,4,38,años,1,13,Miraflores,Departamento,375376,Soles
276,m²,3,2,28,años,0,8,Barranco,Departamento,675303,Soles
183,m²,6,3,12,años,0,20,Barranco,Casa,702980,Soles
153,m²,2,4,23,años,0,9,Surco,Departamento,417467,Soles
140,m²,7,4,7,años,1,19,La Molina,Casa,641972,Soles
322,m²,2,5,38,años,2,6,Lima Centro,Departamento,782688,Soles
73,m²,2,3,36,años,0,17,Barranco,Casa,333373,Soles
51,m²,6,5,39,años,1,18,Surco,Departamento,387391,Soles
66,m²,7,3,27,años,1,9,Lima Centro,Casa,460077,Soles
225,m²,5,1,14,años,0,9,Surco,Casa,669125,Soles
42,m²,4,2,21,años,0,19,Lima Centro,Departamento,261790,Soles
256,m²,1,2,12,años,0,11,San Isidro,Departamento,617225,Soles
89,m²,1,4,27,años,0,19,Barranco,Casa,410083,Soles
168,m²,2,1,30,años,0,11,Lima Centro,Casa,462257,Soles
161,m²,1,5,39,años,1,4,Barranco,Casa,534141,Soles
103,m²,1,1,2,años,1,11,Barranco,Departamento,351091,Soles
105,m²,1,4,3,años,1,20,Barranco,Casa,437711,Soles
92,m²,6,1,35,años,0,10,Surco,Casa,415880,Soles
250,m²,2,5,39,años,0,15,Surco,Casa,717311,Soles
259,m²,5,5,6,años,1,1,Surco,Casa,843322,Soles
138,m²,1,1,0,años,2,3,La Molina,Departamento,428068,Soles
333,m²,2,5,16,años,1,14,Surco,Casa,873584,Soles
164,m²,2,1,3,años,0,10,La Molina,Casa,506228,Soles
223,m²,3,5,34,años,0,5,Surco,Casa,679139,Soles
215,m²,3,3,0,años,2,19,Barranco,Departamento,619956,Soles
161,m²,5,5,3,años,1,12,Miraflores,Departamento,622779,Soles
143,m²,7,1,21,años,0,16,Barranco,Casa,592306,Soles
209,m²,7,5,36,años,1,20,San Isidro,Casa,785536,Soles
123,m²,1,4,2,años,1,8,Lima Centro,Departamento,402830,Soles
157,m²,4,5,13,años,0,16,Barranco,Casa,637705,Soles
232,m²,2,4,11,años,0,12,Lima Centro,Departamento,574454,Soles
55,m²,5,1,9,años,1,15,Miraflores,Casa,386077,Soles
55,m²,2,2,18,años,0,8,San Isidro,Departamento,252070,Soles
323,m²,2,2,12,años,0,6,San Isidro,Departamento,719175,Soles
110,m²,4,1,21,años,0,10,Surco,Departamento,363024,Soles
230,m²,6,2,33,años,2,14,Barranco,Departamento,664365,Soles
113,m²,2,2,12,años,2,13,Barranco,Casa,461237,Soles
346,m²,4,2,2,años,2,19,Miraflores,Casa,983346,Soles
116,m²,3,2,3,años,2,9,Miraflores,Casa,497112,Soles
81,m²,7,4,39,años,0,6,La Molina,Casa,505037,Soles
300,m²,3,4,33,años,1,6,San Isidro,Casa,836637,Soles
287,m²,6,4,30,años,1,19,Surco,Departamento,791379,Soles
152,m²,2,4,15,años,1,7,San Isidro,Casa,591442,Soles
233,m²,5,2,23,años,1,18,Lima Centro,Departamento,651458,Soles
83,m²,3,4,33,años,1,8,La Molina,Departamento,348690,Soles
302,m²,5,3,27,años,1,15,Surco,Casa,856285,Soles
294,m²,3,3,24,años,0,6,Surco,Departamento,691607,Soles
78,m²,3,1,18,años,2,17,La Molina,Departamento,351902,Soles
181,m²,2,1,7,años,0,12,Lima Centro,Departamento,431873,Soles
140,m²,6,3,16,años,1,9,Miraflores,Departamento,570033,Soles
318,m²,3,1,19,años,1,12,Surco,Casa,836061,Soles
336,m²,7,1,30,años,2,17,Miraflores,Casa,950314,Soles
156,m²,6,2,30,años,0,17,La Molina,Casa,596750,Soles
276,m²,3,1,20,años,0,14,Barranco,Casa,705735,Soles
264,m²,4,5,1,años,1,5,La Molina,Departamento,743025,Soles
44,m²,4,3,21,años,0,14,Surco,Casa,379193,Soles
315,m²,3,3,37,años,0,19,Lima Centro,Departamento,691872,Soles
209,m²,5,5,38,años,2,13,Surco,Departamento,661600,Soles
72,m²,5,4,12,años,1,4,San Isidro,Casa,507277,Soles
195,m²,1,2,6,años,2,18,Miraflores,Departamento,563363,Soles
348,m²,4,1,11,años,0,3,Surco,Casa,857093,Soles
159,m²,3,5,4,años,1,2,San Isidro,Departamento,539260,Soles
207,m²,7,4,25,años,0,4,Miraflores,Casa,744142,Soles
75,m²,4,2,8,años,0,10,Surco,Casa,389805,Soles
349,m²,5,3,37,años,0,17,Barranco,Casa,909451,Soles
143,m²,1,2,28,años,0,13,La Molina,Departamento,364662,Soles
208,m²,5,4,29,años,1,19,Lima Centro,Departamento,605668,Soles
273,m²,3,3,25,años,2,6,Surco,Departamento,686968,Soles
261,m²,4,4,11,años,2,19,Lima Centro,Casa,814586,Soles
62,m²,2,2,17,años,2,18,San Isidro,Departamento,337347,Soles
151,m²,4,4,35,años,0,12,Lima Centro,Departamento,459456,Soles
206,m²,4,4,10,años,1,7,La Molina,Departamento,621688,Soles
53,m²,1,4,24,años,1,13,Miraflores,Casa,316475,Soles
45,m²,3,1,8,años,1,15,Surco,Casa,310871,Soles
82,m²,5,2,28,años,0,16,San Isidro,Departamento,358979,Soles
49,m²,5,1,11,años,1,4,La Molina,Casa,357239,Soles
79,m²,6,1,17,años,0,15,San Isidro,Departamento,375999,Soles
57,m²,6,5,13,años,1,2,Barranco,Departamento,419199,Soles
197,m²,4,1,38,años,0,2,Surco,Departamento,484964,Soles
231,m²,2,2,5,años,0,14,Lima Centro,Departamento,544093,Soles
138,m²,6,1,14,años,0,6,Barranco,Departamento,452284,Soles
252,m²,5,1,20,años,1,18,Barranco,Departamento,692938,Soles
146,m²,5,4,27,años,0,8,Miraflores,Departamento,507168,Soles
205,m²,2,1,25,años,2,11,Lima Centro,Casa,554743,Soles
274,m²,2,1,17,años,2,20,San Isidro,Departamento,661212,Soles
151,m²,4,3,38,años,1,4,Barranco,Departamento,464911,Soles
88,m²,5,3,40,años,2,13,Barranco,Departamento,406561,Soles
129,m²,6,3,30,años,0,11,Lima Centro,Casa,519059,Soles
301,m²,6,2,32,años,2,1,Miraflores,Departamento,820593,Soles
103,m²,3,2,27,años,0,20,Lima Centro,Departamento,304014,Soles
231,m²,4,3,12,años,0,13,Miraflores,Departamento,631401,Soles
346,m²,4,3,8,años,1,11,Barranco,Departamento,875135,Soles
252,m²,6,3,1,años,0,11,San Isidro,Departamento,738688,Soles
316,m²,1,2,14,años,2,13,La Molina,Casa,780428,Soles
266,m²,6,1,4,años,1,3,Miraflores,Departamento,755973,Soles
112,m²,2,2,5,años,0,19,La Molina,Departamento,347286,Soles
299,m²,1,4,29,años,1,6,Barranco,Departamento,686251,Soles
257,m²,2,5,15,años,1,10,La Molina,Casa,759254,Soles
143,m²,3,4,5,años,1,13,Surco,Departamento,499648,Soles
265,m²,4,5,39,años,2,14,Miraflores,Casa,792698,Soles
235,m²,4,1,19,años,2,18,Miraflores,Departamento,639461,Soles
234,m²,4,3,29,años,1,13,La Molina,Casa,680514,Soles
210,m²,2,4,12,años,0,7,Lima Centro,Departamento,562669,Soles
296,m²,6,3,31,años,1,14,Surco,Casa,865968,Soles
290,m²,3,5,4,años,1,2,Lima Centro,Casa,825867,Soles
123,m²,2,4,16,años,2,12,La Molina,Casa,520414,Soles
228,m²,6,1,24,años,1,8,Miraflores,Casa,698261,Soles
225,m²,6,1,9,años,1,20,Surco,Departamento,654865,Soles
166,m²,5,5,10,años,0,4,Lima Centro,Casa,616061,Soles
340,m²,1,5,12,años,1,6,Surco,Casa,892740,Soles
194,m²,5,5,24,años,2,10,Barranco,Casa,747713,Soles
85,m²,1,5,22,años,0,9,Barranco,Departamento,342839,Soles
243,m²,6,3,0,años,0,16,Lima Centro,Departamento,673777,Soles
253,m²,5,4,18,años,2,14,Miraflores,Departamento,756553,Soles
135,m²,6,2,12,años,1,6,La Molina,Departamento,503934,Soles
330,m²,7,2,11,años,0,2,Barranco,Departamento,891430,Soles
138,m²,3,4,28,años,2,20,Lima Centro,Departamento,438030,Soles
